MasterID,Mag,Magerr,RA,Dec,MJD,Blend
1126001058284,15.98,0.07, 3.09776,27.73094,53709.13341,0
1126001058284,15.99,0.07, 3.09771,27.73089,53709.13949,0
1126001058284,15.96,0.07, 3.09770,27.73093,53709.14552,0
1126001058284,15.98,0.07, 3.09765,27.73091,53709.15154,0
1126001058284,16.00,0.07, 3.09772,27.73095,53733.07049,0
1126001058284,16.00,0.07, 3.09768,27.73094,53733.07794,0
1126001058284,15.96,0.07, 3.09773,27.73091,53733.08542,0
1126001058284,15.99,0.07, 3.09776,27.73095,53733.09290,0
1126001058284,15.98,0.07, 3.09769,27.73091,53678.26882,0
1126001058284,16.02,0.07, 3.09774,27.73096,53678.27528,0
1126001058284,15.96,0.07, 3.09770,27.73087,53678.28172,0
1126001058284,15.96,0.07, 3.09764,27.73089,53678.28819,0
1126001058284,16.00,0.07, 3.09772,27.73090,53695.13900,0
1126001058284,16.02,0.07, 3.09778,27.73092,53695.14496,0
1126001058284,16.00,0.07, 3.09768,27.73090,53695.15086,0
1126001058284,15.99,0.07, 3.09775,27.73089,53695.15675,0
1126001058284,16.00,0.07, 3.09767,27.73093,53702.11888,0
1126001058284,16.02,0.07, 3.09773,27.73092,53702.12619,0
1126001058284,16.02,0.07, 3.09761,27.73092,53702.13311,0
1126001058284,16.00,0.07, 3.09781,27.73096,53702.13980,0
1126001058284,15.98,0.07, 3.09773,27.73089,53657.21780,0
1126001058284,16.05,0.07, 3.09773,27.73098,53657.22233,0
1126001058284,16.00,0.07, 3.09775,27.73093,53657.22682,0
1126001058284,16.01,0.07, 3.09775,27.73094,53657.23135,0
1126001058284,16.00,0.07, 3.09776,27.73091,53672.18949,0
1126001058284,16.01,0.07, 3.09772,27.73092,53672.19481,0
1126001058284,16.02,0.07, 3.09772,27.73095,53672.20015,0
1126001058284,15.99,0.07, 3.09764,27.73094,53672.20552,0
1126001058284,16.01,0.07, 3.09775,27.73096,53642.24127,0
1126001058284,15.98,0.07, 3.09775,27.73094,53642.24785,0
1126001058284,15.97,0.07, 3.09777,27.73094,53642.25437,0
1126001058284,15.99,0.07, 3.09772,27.73094,53642.26085,0
1126001058284,15.92,0.12, 3.09779,27.73087,53902.45303,0
1126001058284,15.90,0.12, 3.09759,27.73097,53902.45402,0
1126001058284,15.87,0.11, 3.09780,27.73101,53902.45501,0
1126001058284,15.99,0.12, 3.09773,27.73091,53902.45607,0
1126001058284,15.98,0.07, 3.09770,27.73098,54054.15898,0
1126001058284,15.99,0.07, 3.09757,27.73096,54054.16550,0
1126001058284,16.01,0.07, 3.09772,27.73091,54054.17202,0
1126001058284,15.98,0.07, 3.09770,27.73094,54054.17855,0
1126001058284,15.99,0.07, 3.09771,27.73091,54061.17312,0
1126001058284,15.96,0.07, 3.09764,27.73095,54061.18276,0
1126001058284,16.01,0.07, 3.09770,27.73095,54061.19237,0
1126001058284,15.95,0.07, 3.09769,27.73093,54061.20196,0
1126001058284,16.02,0.07, 3.09777,27.73095,54027.21573,0
1126001058284,15.97,0.06, 3.09767,27.73091,54027.22490,0
1126001058284,16.00,0.07, 3.09775,27.73093,54027.23402,0
1126001058284,15.97,0.06, 3.09775,27.73091,54027.24318,0
1126001058284,16.08,0.07, 3.09772,27.73091,54035.19932,0
1126001058284,16.06,0.07, 3.09773,27.73095,54035.20718,0
1126001058284,16.01,0.07, 3.09776,27.73093,54035.21500,0
1126001058284,16.03,0.07, 3.09777,27.73094,54035.22277,0
1126001058284,16.01,0.07, 3.09770,27.73093,53995.26926,0
1126001058284,16.00,0.07, 3.09764,27.73090,53995.27896,0
1126001058284,16.00,0.07, 3.09772,27.73094,53995.28860,0
1126001058284,15.97,0.06, 3.09765,27.73087,53995.29828,0
1126001058284,15.97,0.09, 3.09780,27.73097,54007.17931,0
1126001058284,16.00,0.09, 3.09774,27.73094,54007.18181,0
1126001058284,16.01,0.09, 3.09761,27.73097,54007.18431,0
1126001058284,15.99,0.09, 3.09773,27.73100,54007.18680,0
1126001058284,16.04,0.07, 3.09776,27.73097,54119.07686,0
1126001058284,16.00,0.07, 3.09769,27.73095,54119.08284,0
1126001058284,16.03,0.07, 3.09777,27.73092,54119.08883,0
1126001058284,16.04,0.07, 3.09770,27.73096,54119.09482,0
1126001058284,16.10,0.06, 3.09789,27.73096,54266.41308,0
1126001058284,16.07,0.06, 3.09776,27.73096,54266.42115,0
1126001058284,16.08,0.06, 3.09786,27.73096,54266.42923,0
1126001058284,16.03,0.06, 3.09773,27.73093,54266.43729,0
1126001058284,16.01,0.07, 3.09764,27.73097,54405.20857,0
1126001058284,16.01,0.07, 3.09768,27.73100,54405.21574,0
1126001058284,15.96,0.07, 3.09756,27.73091,54405.22227,0
1126001058284,15.98,0.07, 3.09767,27.73095,54405.22878,0
1126001058284,16.42,0.07, 3.09772,27.73099,54417.21443,0
1126001058284,16.00,0.07, 3.09770,27.73098,54423.06453,0
1126001058284,15.98,0.07, 3.09767,27.73096,54423.07444,0
1126001058284,16.00,0.07, 3.09772,27.73103,54423.08427,0
1126001058284,16.02,0.07, 3.09768,27.73095,54423.09408,0
1126001058284,16.01,0.07, 3.09773,27.73097,54382.20932,0
1126001058284,16.01,0.07, 3.09764,27.73096,54382.21778,0
1126001058284,15.98,0.07, 3.09765,27.73094,54382.22625,0
1126001058284,15.97,0.07, 3.09767,27.73096,54382.23470,0
1126001058284,16.07,0.07, 3.09774,27.73103,54394.18441,0
1126001058284,16.00,0.07, 3.09770,27.73097,54394.19523,0
1126001058284,15.97,0.07, 3.09768,27.73099,54394.20604,0
1126001058284,16.01,0.07, 3.09763,27.73102,54394.21685,0
1126001058284,15.97,0.07, 3.09774,27.73096,54358.23661,0
1126001058284,15.96,0.07, 3.09767,27.73092,54358.24315,0
1126001058284,15.99,0.07, 3.09773,27.73093,54358.24970,0
1126001058284,16.00,0.07, 3.09767,27.73096,54358.25628,0
1126001058284,16.02,0.07, 3.09787,27.73095,54625.43308,0
1126001058284,16.02,0.07, 3.09783,27.73098,54625.43970,0
1126001058284,15.99,0.07, 3.09765,27.73100,54625.44630,0
1126001058284,16.02,0.07, 3.09784,27.73099,54625.45298,0
1126001058284,16.05,0.07, 3.09764,27.73104,54791.28887,0
1126001058284,16.02,0.07, 3.09759,27.73094,54791.29617,0
1126001058284,16.03,0.07, 3.09760,27.73101,54791.30334,0
1126001058284,15.98,0.07, 3.09766,27.73094,54791.31063,0
1126001058284,15.98,0.07, 3.09769,27.73088,54746.18721,0
1126001058284,15.99,0.07, 3.09778,27.73094,54746.19393,0
1126001058284,16.06,0.07, 3.09786,27.73108,54746.20063,0
1126001058284,16.04,0.07, 3.09779,27.73092,54746.20734,0
1126001058284,15.98,0.06, 3.09773,27.73095,54764.22290,0
1126001058284,15.98,0.07, 3.09773,27.73094,54764.23450,0
1126001058284,16.02,0.07, 3.09781,27.73092,54764.24589,0
1126001058284,16.01,0.07, 3.09777,27.73098,54764.25753,0
1126001058284,16.03,0.07, 3.09766,27.73091,54770.26418,0
1126001058284,16.01,0.07, 3.09768,27.73096,54770.27026,0
1126001058284,16.00,0.07, 3.09762,27.73090,54770.27627,0
1126001058284,16.06,0.07, 3.09765,27.73107,54770.28236,0
1126001058284,15.97,0.07, 3.09785,27.73086,54732.19215,0
1126001058284,15.96,0.07, 3.09781,27.73096,54732.20101,0
1126001058284,15.96,0.07, 3.09764,27.73090,54732.20983,0
1126001058284,15.97,0.07, 3.09789,27.73093,54732.21844,0
1126001058284,15.97,0.07, 3.09770,27.73091,55062.40284,0
1126001058284,16.01,0.07, 3.09766,27.73092,55062.40959,0
1126001058284,15.97,0.07, 3.09765,27.73093,55062.41642,0
1126001058284,16.01,0.07, 3.09771,27.73094,55062.42328,0
1126001058284,15.92,0.07, 3.09782,27.73097,55009.42216,0
1126001058284,16.00,0.07, 3.09771,27.73093,55009.42761,0
1126001058284,16.16,0.08, 3.09767,27.73100,55009.43298,0
1126001058284,15.81,0.07, 3.09760,27.73095,55009.43842,0
1126001058284,16.20,0.07, 3.09779,27.73096,55143.22357,0
1126001058284,16.18,0.07, 3.09766,27.73095,55143.23125,0
1126001058284,16.10,0.07, 3.09766,27.73095,55143.23890,0
1126001058284,16.06,0.07, 3.09776,27.73095,55143.24660,0
1126001058284,15.95,0.07, 3.09758,27.73093,55155.18678,0
1126001058284,15.92,0.07, 3.09764,27.73083,55155.19341,0
1126001058284,16.03,0.07, 3.09758,27.73095,55155.20668,0
1126001058284,16.00,0.07, 3.09761,27.73096,55161.15671,0
1126001058284,15.99,0.07, 3.09777,27.73099,55161.16364,0
1126001058284,15.95,0.07, 3.09758,27.73094,55161.17065,0
1126001058284,15.92,0.07, 3.09774,27.73090,55161.17766,0
1126001058284,15.95,0.07, 3.09764,27.73099,55161.18467,0
1126001058284,16.02,0.07, 3.09777,27.73088,55125.16411,0
1126001058284,16.00,0.07, 3.09780,27.73094,55125.16831,0
1126001058284,15.97,0.07, 3.09782,27.73089,55125.17250,0
1126001058284,16.02,0.07, 3.09774,27.73100,55125.17670,0
1126001058284,15.99,0.07, 3.09783,27.73090,55092.24037,0
1126001058284,15.95,0.07, 3.09771,27.73091,55092.24879,0
1126001058284,16.00,0.07, 3.09772,27.73094,55092.25732,0
1126001058284,16.01,0.07, 3.09756,27.73089,55092.26574,0
1126001058284,16.45,0.07, 3.09761,27.73097,55099.23717,0
1126001058284,16.00,0.07, 3.09762,27.73119,55348.41566,0
1126001058284,15.90,0.07, 3.09783,27.73105,55348.42030,0
1126001058284,15.98,0.07, 3.09762,27.73090,55348.42956,0
1126001058284,16.06,0.07, 3.09756,27.73089,55349.43620,0
1126001058284,15.98,0.07, 3.09767,27.73103,55349.45136,0
1126001058284,16.03,0.07, 3.09772,27.73101,55349.45898,0
1126001058284,16.05,0.07, 3.09772,27.73097,55504.21147,0
1126001058284,16.06,0.07, 3.09783,27.73084,55504.22184,0
1126001058284,16.01,0.07, 3.09761,27.73097,55504.22701,0
1126001058284,16.00,0.07, 3.09766,27.73091,55507.22924,0
1126001058284,16.06,0.07, 3.09771,27.73101,55507.24445,0
1126001058284,15.99,0.07, 3.09776,27.73090,55507.25168,0
1126001058284,16.01,0.07, 3.09766,27.73099,55476.21055,0
1126001058284,15.98,0.07, 3.09765,27.73091,55476.21739,0
1126001058284,15.95,0.07, 3.09765,27.73098,55477.27327,0
1126001058284,16.03,0.07, 3.09766,27.73101,55477.28719,0
1126001058284,15.95,0.07, 3.09728,27.73134,55477.29414,0
1126001058284,16.07,0.07, 3.09773,27.73110,55486.26440,0
1126001058284,15.99,0.07, 3.09765,27.73094,55486.27178,0
1126001058284,15.97,0.07, 3.09767,27.73091,55486.27545,0
1126001058284,16.03,0.07, 3.09772,27.73086,55449.41575,0
1126001058284,16.02,0.07, 3.09767,27.73092,55449.42590,0
1126001058284,16.04,0.07, 3.09772,27.73097,55449.43092,0
1126001058284,15.98,0.07, 3.09779,27.73090,55576.12827,0
1126001058284,16.07,0.07, 3.09782,27.73107,55576.13547,0
1126001058284,15.96,0.07, 3.09775,27.73107,55576.14270,0
1126001058284,15.96,0.07, 3.09770,27.73109,55576.14997,0
1126001058284,16.54,0.07, 3.09755,27.73106,55591.08978,0
1126001058284,16.40,0.07, 3.09762,27.73104,55591.10011,0
1126001058284,15.96,0.09, 3.09766,27.73096,55706.46344,0
1126001058284,16.03,0.09, 3.09773,27.73103,55706.46452,0
1126001058284,16.02,0.09, 3.09770,27.73112,55706.46560,0
1126001058284,16.15,0.10, 3.09772,27.73112,55706.46662,0
1126001058284,16.39,0.07, 3.09764,27.73090,54417.21845,0
1126001058284,16.46,0.07, 3.09770,27.73095,54417.22558,0
1126001058284,16.45,0.07, 3.09764,27.73101,54417.23270,0
1126001058284,16.49,0.07, 3.09770,27.73098,54417.23984,0
1126001058284,16.50,0.07, 3.09772,27.73095,55099.25240,0
1126001058284,16.53,0.07, 3.09771,27.73095,55099.25894,0
1126001058284,16.52,0.07, 3.09770,27.73106,55099.26572,0
1126001058284,16.46,0.07, 3.09763,27.73097,55099.27227,0
1126001058284,16.01,0.08, 3.09772,27.73094,55449.46884,0
1126001058284,16.01,0.08, 3.09768,27.73092,55449.46963,0
1126001058284,16.02,0.08, 3.09771,27.73098,55449.47005,0
1126001058284,16.18,0.07, 3.09777,27.73099,55825.24606,0
1126001058284,16.17,0.07, 3.09776,27.73097,55825.25365,0
1126001058284,16.13,0.07, 3.09779,27.73100,55825.26120,0
1126001058284,16.05,0.07, 3.09773,27.73094,55825.26887,0
1126001058284,16.00,0.07, 3.09772,27.73095,55866.20340,0
1126001058284,15.99,0.07, 3.09770,27.73094,55866.20790,0
1126001058284,16.01,0.07, 3.09773,27.73095,55866.21276,0
1126001058284,15.97,0.07, 3.09772,27.73094,55866.21727,0
1126001058284,16.03,0.07, 3.09769,27.73094,55840.16091,0
1126001058284,16.03,0.07, 3.09777,27.73098,55840.16923,0
1126001058284,15.97,0.07, 3.09772,27.73089,55840.17588,0
1126001058284,16.03,0.07, 3.09788,27.73098,55840.18262,0
1126001058284,16.09,0.08, 3.09780,27.73095,55849.38800,0
1126001058284,16.11,0.08, 3.09776,27.73098,55849.39444,0
1126001058284,15.91,0.08, 3.09774,27.73082,55849.40082,0
1126001058284,15.96,0.08, 3.09778,27.73095,55849.40721,0
1126001058284,16.29,0.07, 3.09775,27.73097,55889.21061,0
1126001058284,16.27,0.07, 3.09773,27.73098,55889.21831,0
1126001058284,16.22,0.07, 3.09775,27.73097,55889.22615,0
1126001058284,16.21,0.07, 3.09773,27.73093,55889.23396,0
1126001058284,16.04,0.07, 3.09772,27.73096,55923.09308,0
1126001058284,16.01,0.07, 3.09777,27.73098,55923.09982,0
1126001058284,16.00,0.07, 3.09774,27.73094,55923.10658,0
1126001058284,16.02,0.07, 3.09775,27.73091,55923.11331,0
1126001058284,15.99,0.08, 3.09777,27.73101,56062.46797,0
1126001058284,16.03,0.08, 3.09751,27.73107,56062.47029,0
1126001058284,15.96,0.08, 3.09777,27.73094,56062.47301,0
1126001058284,15.95,0.08, 3.09782,27.73103,56062.47539,0
1126001058284,16.04,0.07, 3.09772,27.73099,56097.41826,0
1126001058284,16.02,0.07, 3.09773,27.73099,56097.42387,0
1126001058284,16.03,0.07, 3.09775,27.73098,56097.42957,0
1126001058284,16.03,0.07, 3.09773,27.73099,56097.43521,0
1126001058284,16.05,0.06, 3.09775,27.73093,56186.43955,0
1126001058284,16.06,0.06, 3.09777,27.73099,56186.44659,0
1126001058284,16.04,0.06, 3.09778,27.73096,56186.45366,0
1126001058284,16.04,0.06, 3.09778,27.73094,56186.46080,0
1126001058284,16.03,0.07, 3.09780,27.73099,56196.18493,0
1126001058284,15.99,0.07, 3.09771,27.73097,56196.19224,0
1126001058284,16.08,0.07, 3.09781,27.73104,56196.19978,0
1126001058284,16.03,0.07, 3.09775,27.73101,56196.20703,0
1126001058284,16.07,0.07, 3.09775,27.73096,56205.35310,0
1126001058284,16.02,0.07, 3.09777,27.73099,56205.36035,0
1126001058284,16.00,0.07, 3.09781,27.73101,56205.36768,0
1126001058284,16.06,0.07, 3.09780,27.73097,56205.37497,0
1126001058284,15.96,0.07, 3.09774,27.73092,56215.18811,0
1126001058284,15.96,0.07, 3.09773,27.73091,56215.19658,0
1126001058284,15.97,0.07, 3.09773,27.73097,56215.20514,0
1126001058284,15.98,0.07, 3.09772,27.73101,56215.21361,0
1126001058284,15.98,0.07, 3.09776,27.73101,56223.13320,0
1126001058284,15.98,0.07, 3.09770,27.73097,56223.13825,0
1126001058284,15.98,0.07, 3.09775,27.73100,56223.14329,0
1126001058284,15.97,0.07, 3.09774,27.73098,56223.14832,0
1126001058284,16.02,0.06, 3.09777,27.73094,56237.25492,0
1126001058284,15.98,0.06, 3.09774,27.73093,56237.26199,0
1126001058284,16.00,0.06, 3.09773,27.73089,56237.26903,0
1126001058284,16.00,0.06, 3.09776,27.73098,56237.27611,0
1126001058284,16.09,0.06, 3.09778,27.73095,56304.12578,0
1126001058284,16.12,0.06, 3.09780,27.73097,56304.13185,0
1126001058284,16.17,0.07, 3.09775,27.73095,56304.13793,0
1126001058284,16.15,0.07, 3.09775,27.73093,56304.14402,0
1126001058284,15.98,0.07, 3.09766,27.73078,56548.22739,0
1126001058284,16.10,0.07, 3.09768,27.73088,56548.23351,0
1126001058284,16.04,0.07, 3.09766,27.73084,56548.23966,0
1126001058284,16.04,0.07, 3.09768,27.73084,56548.24589,0
1126001058284,16.02,0.07, 3.09763,27.73091,56551.23822,0
1126001058284,15.96,0.07, 3.09768,27.73085,56551.24232,0
1126001058284,15.97,0.07, 3.09751,27.73075,56551.24636,0
1126001058284,16.04,0.07, 3.09770,27.73086,56551.25047,0
1126001058284,16.34,0.07, 3.09775,27.73088,56558.33431,0
1126001058284,16.40,0.07, 3.09765,27.73086,56558.34272,0
1126001058284,16.48,0.07, 3.09761,27.73093,56558.35125,0
1126001058284,16.51,0.07, 3.09763,27.73088,56558.35973,0
1126001058284,16.00,0.07, 3.09767,27.73083,56568.24844,0
1126001058284,16.01,0.07, 3.09763,27.73087,56568.25574,0
1126001058284,15.99,0.07, 3.09765,27.73084,56568.26303,0
1126001058284,16.01,0.07, 3.09767,27.73086,56568.27043,0
1126001058284,15.98,0.07, 3.09763,27.73080,56578.22301,0
1126001058284,15.97,0.07, 3.09765,27.73076,56578.22801,0
1126001058284,15.98,0.07, 3.09763,27.73081,56578.23303,0
1126001058284,16.00,0.07, 3.09769,27.73088,56578.23809,0
1126001058284,15.98,0.07, 3.09764,27.73091,56587.35332,0
1126001058284,16.01,0.07, 3.09764,27.73086,56587.35955,0
1126001058284,16.03,0.07, 3.09768,27.73090,56587.36579,0
1126001058284,15.97,0.07, 3.09767,27.73092,56587.37203,0
1126001058284,15.99,0.07, 3.09772,27.73081,56593.24750,0
1126001058284,16.06,0.07, 3.09766,27.73086,56593.25255,0
1126001058284,16.01,0.07, 3.09763,27.73081,56593.25759,0
1126001058284,15.97,0.07, 3.09768,27.73085,56593.26556,0
1126002059430,16.01,0.07, 3.09784,27.73093,53709.15628,0
1126002059430,16.03,0.07, 3.09784,27.73089,53709.16217,0
1126002059430,16.04,0.07, 3.09780,27.73091,53709.16805,0
