MasterID,Mag,Magerr,RA,Dec,MJD,Blend
1126002059430,16.01,0.07, 3.09781,27.73096,53709.17393,0
1126002059430,16.03,0.07, 3.09785,27.73090,53729.19506,0
1126002059430,16.05,0.07, 3.09780,27.73093,53729.20274,0
1126002059430,16.01,0.07, 3.09780,27.73098,53729.21040,0
1126002059430,16.04,0.07, 3.09781,27.73094,53729.21812,0
1126002059430,16.05,0.07, 3.09784,27.73090,53735.12189,0
1126002059430,16.11,0.07, 3.09786,27.73092,53735.12831,0
1126002059430,16.14,0.07, 3.09780,27.73092,53735.13473,0
1126002059430,16.13,0.07, 3.09786,27.73092,53735.14112,0
1126002059430,16.06,0.07, 3.09786,27.73092,53678.27147,0
1126002059430,16.05,0.07, 3.09782,27.73095,53678.27793,0
1126002059430,16.07,0.07, 3.09781,27.73091,53678.28438,0
1126002059430,16.05,0.07, 3.09781,27.73092,53678.29085,0
1126002059430,16.06,0.07, 3.09783,27.73090,53695.16004,0
1126002059430,16.07,0.07, 3.09779,27.73093,53695.17312,0
1126002059430,16.10,0.07, 3.09776,27.73094,53695.17964,0
1126002059430,16.07,0.07, 3.09784,27.73092,53702.12170,0
1126002059430,16.05,0.07, 3.09781,27.73093,53702.12895,0
1126002059430,16.09,0.07, 3.09780,27.73094,53702.13585,0
1126002059430,16.07,0.07, 3.09786,27.73092,53702.14251,0
1126002059430,16.00,0.07, 3.09786,27.73095,53657.17848,0
1126002059430,15.94,0.07, 3.09785,27.73087,53657.18380,0
1126002059430,16.12,0.07, 3.09772,27.73099,53657.18910,0
1126002059430,16.09,0.07, 3.09775,27.73093,53657.19440,0
1126002059430,16.04,0.07, 3.09781,27.73088,53672.19323,0
1126002059430,16.05,0.07, 3.09783,27.73091,53672.19857,0
1126002059430,16.10,0.07, 3.09786,27.73090,53672.20395,0
1126002059430,16.09,0.07, 3.09780,27.73093,53672.20925,0
1126002059430,16.06,0.07, 3.09786,27.73093,53642.24401,0
1126002059430,16.06,0.07, 3.09780,27.73092,53642.25051,0
1126002059430,16.07,0.07, 3.09777,27.73095,53642.25703,0
1126002059430,16.03,0.07, 3.09779,27.73095,53642.26354,0
1126002059430,16.03,0.07, 3.09782,27.73091,54085.14313,0
1126002059430,16.02,0.07, 3.09780,27.73092,54085.15216,0
1126002059430,16.03,0.07, 3.09784,27.73095,54085.16108,0
1126002059430,16.02,0.07, 3.09783,27.73091,54085.16993,0
1126002059430,16.01,0.12, 3.09779,27.73096,53902.45278,0
1126002059430,15.97,0.12, 3.09781,27.73087,53902.45377,0
1126002059430,16.04,0.12, 3.09774,27.73102,53902.45477,0
1126002059430,16.09,0.12, 3.09775,27.73095,53902.45582,0
1126002059430,16.02,0.07, 3.09782,27.73092,54054.15952,0
1126002059430,16.02,0.07, 3.09783,27.73092,54054.16604,0
1126002059430,16.03,0.07, 3.09781,27.73093,54054.17255,0
1126002059430,16.05,0.07, 3.09778,27.73094,54054.17909,0
1126002059430,15.97,0.06, 3.09779,27.73093,54061.17259,0
1126002059430,15.98,0.07, 3.09783,27.73092,54061.18223,0
1126002059430,16.02,0.07, 3.09778,27.73093,54061.19183,0
1126002059430,15.97,0.06, 3.09784,27.73094,54061.20142,0
1126002059430,16.01,0.07, 3.09781,27.73096,54027.21733,0
1126002059430,15.98,0.06, 3.09784,27.73094,54027.22650,0
1126002059430,16.02,0.07, 3.09775,27.73097,54027.23562,0
1126002059430,16.02,0.07, 3.09781,27.73098,54027.24477,0
1126002059430,16.09,0.07, 3.09783,27.73096,54035.20096,0
1126002059430,16.07,0.07, 3.09781,27.73094,54035.20882,0
1126002059430,16.07,0.07, 3.09781,27.73091,54035.21662,0
1126002059430,16.03,0.07, 3.09785,27.73091,54035.22439,0
1126002059430,16.01,0.07, 3.09785,27.73095,53995.41200,0
1126002059430,16.03,0.07, 3.09786,27.73093,53995.42378,0
1126002059430,16.02,0.06, 3.09783,27.73091,53995.43560,0
1126002059430,16.03,0.07, 3.09782,27.73093,53995.44746,0
1126002059430,15.99,0.07, 3.09783,27.73095,54006.31187,0
1126002059430,16.03,0.07, 3.09780,27.73092,54006.31891,0
1126002059430,16.01,0.07, 3.09783,27.73094,54006.32602,0
1126002059430,15.99,0.07, 3.09781,27.73092,54006.33313,0
1126002059430,16.08,0.07, 3.09781,27.73091,54119.07741,0
1126002059430,16.03,0.07, 3.09783,27.73094,54119.08338,0
1126002059430,15.99,0.07, 3.09788,27.73093,54119.08937,0
1126002059430,16.04,0.07, 3.09790,27.73092,54119.09537,0
1126002059430,16.04,0.07, 3.09780,27.73091,54299.38089,0
1126002059430,16.01,0.07, 3.09774,27.73092,54299.38734,0
1126002059430,16.07,0.07, 3.09774,27.73092,54299.39377,0
1126002059430,16.05,0.08, 3.09781,27.73094,54299.40028,0
1126002059430,16.03,0.06, 3.09779,27.73093,54266.41398,0
1126002059430,16.06,0.06, 3.09778,27.73094,54266.42205,0
1126002059430,16.08,0.06, 3.09775,27.73098,54266.43013,0
1126002059430,16.12,0.06, 3.09771,27.73094,54266.43818,0
1126002059430,16.01,0.07, 3.09781,27.73094,54405.20911,0
1126002059430,16.02,0.07, 3.09780,27.73095,54405.21628,0
1126002059430,16.03,0.07, 3.09774,27.73097,54405.22281,0
1126002059430,16.01,0.07, 3.09780,27.73091,54405.22932,0
1126002059430,16.43,0.07, 3.09785,27.73094,54417.21499,0
1126002059430,16.08,0.07, 3.09778,27.73094,54423.06508,0
1126002059430,16.11,0.07, 3.09776,27.73098,54423.07498,0
1126002059430,15.91,0.07, 3.09790,27.73089,54423.08482,0
1126002059430,15.98,0.07, 3.09780,27.73088,54423.09462,0
1126002059430,16.00,0.07, 3.09781,27.73095,54382.20879,0
1126002059430,16.06,0.07, 3.09779,27.73092,54382.21724,0
1126002059430,15.99,0.07, 3.09783,27.73092,54382.22572,0
1126002059430,16.02,0.07, 3.09782,27.73098,54382.23417,0
1126002059430,16.03,0.07, 3.09782,27.73093,54394.18496,0
1126002059430,16.06,0.07, 3.09777,27.73099,54394.19577,0
1126002059430,16.02,0.07, 3.09782,27.73097,54394.20658,0
1126002059430,15.99,0.06, 3.09781,27.73087,54394.21739,0
1126002059430,16.05,0.07, 3.09773,27.73093,54358.23716,0
1126002059430,16.04,0.07, 3.09777,27.73093,54358.24370,0
1126002059430,15.99,0.07, 3.09784,27.73093,54358.25023,0
1126002059430,16.00,0.07, 3.09783,27.73091,54358.25682,0
1126002059430,16.09,0.07, 3.09783,27.73102,54650.39996,0
1126002059430,16.12,0.07, 3.09780,27.73092,54650.40487,0
1126002059430,16.16,0.07, 3.09775,27.73094,54650.40979,0
1126002059430,16.14,0.07, 3.09775,27.73091,54650.41477,0
1126002059430,16.06,0.07, 3.09778,27.73096,54625.43364,0
1126002059430,16.02,0.07, 3.09782,27.73097,54625.44025,0
1126002059430,16.01,0.07, 3.09778,27.73097,54625.44685,0
1126002059430,16.06,0.07, 3.09773,27.73091,54625.45354,0
1126002059430,16.07,0.07, 3.09782,27.73094,54791.28948,0
1126002059430,16.04,0.07, 3.09780,27.73094,54791.29672,0
1126002059430,16.03,0.07, 3.09781,27.73097,54791.30395,0
1126002059430,16.04,0.07, 3.09782,27.73092,54791.31123,0
1126002059430,16.03,0.07, 3.09779,27.73095,54746.18782,0
1126002059430,16.03,0.07, 3.09782,27.73094,54746.19455,0
1126002059430,16.04,0.07, 3.09783,27.73093,54746.20124,0
1126002059430,16.04,0.07, 3.09780,27.73095,54746.20795,0
1126002059430,16.03,0.07, 3.09783,27.73094,54764.22351,0
1126002059430,16.02,0.07, 3.09784,27.73093,54764.23510,0
1126002059430,16.01,0.07, 3.09784,27.73094,54764.24650,0
1126002059430,16.02,0.07, 3.09781,27.73093,54764.25813,0
1126002059430,16.03,0.07, 3.09786,27.73093,54770.26357,0
1126002059430,16.03,0.07, 3.09780,27.73094,54770.26966,0
1126002059430,16.03,0.07, 3.09779,27.73093,54770.27566,0
1126002059430,16.03,0.07, 3.09783,27.73091,54770.28176,0
1126002059430,15.96,0.06, 3.09782,27.73091,54732.23717,0
1126002059430,16.03,0.07, 3.09777,27.73091,55062.40348,0
1126002059430,16.02,0.07, 3.09780,27.73088,55062.41019,0
1126002059430,16.02,0.07, 3.09791,27.73093,55062.41703,0
1126002059430,16.02,0.07, 3.09783,27.73095,55062.42390,0
1126002059430,16.08,0.07, 3.09781,27.73092,55185.09194,0
1126002059430,16.08,0.07, 3.09786,27.73094,55185.09797,0
1126002059430,16.09,0.07, 3.09783,27.73095,55185.10411,0
1126002059430,16.14,0.07, 3.09784,27.73092,55185.11035,0
1126002059430,16.09,0.08, 3.09773,27.73109,54978.46345,0
1126002059430,16.25,0.08, 3.09768,27.73102,54978.46476,0
1126002059430,16.12,0.08, 3.09765,27.73094,54978.46603,0
1126002059430,16.14,0.08, 3.09771,27.73089,54978.46730,0
1126002059430,16.45,0.08, 3.09781,27.73090,55141.29019,0
1126002059430,16.49,0.08, 3.09775,27.73101,55141.29774,0
1126002059430,16.50,0.08, 3.09779,27.73092,55141.30534,0
1126002059430,16.50,0.08, 3.09785,27.73087,55141.31290,0
1126002059430,16.02,0.07, 3.09781,27.73096,55155.18861,0
1126002059430,16.06,0.07, 3.09777,27.73095,55155.19526,0
1126002059430,16.02,0.07, 3.09778,27.73091,55155.20188,0
1126002059430,16.01,0.07, 3.09780,27.73092,55155.20851,0
1126002059430,15.98,0.07, 3.09789,27.73102,55161.15732,0
1126002059430,16.08,0.07, 3.09780,27.73096,55161.16426,0
1126002059430,16.06,0.07, 3.09786,27.73092,55161.17126,0
1126002059430,16.00,0.07, 3.09786,27.73096,55161.17826,0
1126002059430,16.01,0.07, 3.09779,27.73101,55161.18529,0
1126002059430,16.04,0.07, 3.09779,27.73093,55125.16532,0
1126002059430,16.01,0.07, 3.09782,27.73096,55125.16953,0
1126002059430,16.03,0.07, 3.09787,27.73091,55125.17373,0
1126002059430,15.99,0.07, 3.09778,27.73089,55125.17793,0
1126002059430,16.05,0.07, 3.09782,27.73093,55092.24098,0
1126002059430,15.99,0.07, 3.09784,27.73096,55092.24941,0
1126002059430,16.02,0.07, 3.09782,27.73096,55092.25793,0
1126002059430,16.01,0.07, 3.09786,27.73096,55092.26635,0
1126002059430,16.51,0.07, 3.09783,27.73102,55099.25301,0
1126002059430,16.50,0.07, 3.09776,27.73092,55099.25956,0
1126002059430,16.52,0.07, 3.09781,27.73098,55099.26627,0
1126002059430,16.48,0.07, 3.09785,27.73094,55099.27289,0
1126002059430,16.01,0.07, 3.09770,27.73086,55349.43678,0
1126002059430,16.05,0.07, 3.09778,27.73104,55349.44436,0
1126002059430,16.03,0.07, 3.09773,27.73088,55349.45198,0
1126002059430,16.10,0.07, 3.09778,27.73090,55349.45957,0
1126002059430,16.05,0.07, 3.09779,27.73097,55507.22988,0
1126002059430,16.04,0.07, 3.09782,27.73093,55507.24506,0
1126002059430,16.00,0.07, 3.09778,27.73089,55477.27499,0
1126002059430,16.01,0.07, 3.09781,27.73089,55477.28892,0
1126002059430,15.97,0.07, 3.09782,27.73089,55477.29586,0
1126002059430,16.05,0.07, 3.09782,27.73100,55486.26486,0
1126002059430,16.05,0.07, 3.09775,27.73095,55486.27224,0
1126002059430,15.99,0.07, 3.09779,27.73095,55486.27591,0
1126002059430,16.09,0.07, 3.09786,27.73088,55449.41620,0
1126002059430,16.06,0.07, 3.09784,27.73091,55449.42636,0
1126002059430,16.12,0.07, 3.09786,27.73090,55449.43139,0
1126002059430,15.99,0.06, 3.09788,27.73098,55604.10889,0
1126002059430,16.38,0.07, 3.09774,27.73097,55591.08525,0
1126002059430,16.41,0.07, 3.09776,27.73098,55591.09035,0
1126002059430,16.46,0.07, 3.09778,27.73105,55591.09551,0
1126002059430,16.53,0.07, 3.09775,27.73100,55591.10068,0
1126002059430,16.05,0.07, 3.09730,27.73103,55722.42390,0
1126002059430,16.08,0.07, 3.09724,27.73095,55722.43000,0
1126002059430,16.00,0.07, 3.09741,27.73123,55722.43617,0
1126002059430,16.09,0.07, 3.09739,27.73114,55722.44231,0
1126002059430,16.00,0.09, 3.09739,27.73103,55706.46380,0
1126002059430,16.17,0.10, 3.09742,27.73116,55706.46488,0
1126002059430,16.11,0.09, 3.09745,27.73101,55706.46596,0
1126002059430,16.14,0.10, 3.09749,27.73114,55706.46697,0
1126002059430,16.07,0.07, 3.09782,27.73094,53695.19624,0
1126002059430,16.10,0.07, 3.09780,27.73091,53695.20607,0
1126002059430,16.05,0.07, 3.09781,27.73095,53695.21579,0
1126002059430,16.03,0.07, 3.09786,27.73090,53695.22538,0
1126002059430,16.47,0.07, 3.09779,27.73092,54417.21899,0
1126002059430,16.52,0.07, 3.09778,27.73094,54417.22612,0
1126002059430,16.52,0.07, 3.09782,27.73092,54417.23324,0
1126002059430,16.48,0.07, 3.09783,27.73097,54417.24038,0
1126002059430,16.22,0.07, 3.09781,27.73095,55825.25003,0
1126002059430,16.16,0.07, 3.09788,27.73095,55825.25761,0
1126002059430,16.11,0.07, 3.09780,27.73091,55825.26521,0
1126002059430,16.06,0.07, 3.09785,27.73091,55825.27284,0
1126002059430,16.04,0.07, 3.09787,27.73095,55866.20398,0
1126002059430,16.02,0.07, 3.09785,27.73098,55866.20876,0
1126002059430,16.06,0.07, 3.09771,27.73090,55866.21334,0
1126002059430,16.04,0.07, 3.09780,27.73090,55866.21781,0
1126002059430,16.08,0.07, 3.09788,27.73096,55840.16758,0
1126002059430,16.07,0.07, 3.09786,27.73094,55840.17422,0
1126002059430,16.00,0.07, 3.09788,27.73094,55840.18093,0
1126002059430,16.05,0.08, 3.09784,27.73091,55849.38513,0
1126002059430,16.07,0.08, 3.09787,27.73090,55849.39161,0
1126002059430,16.11,0.08, 3.09782,27.73094,55849.39798,0
1126002059430,16.10,0.08, 3.09787,27.73096,55849.40438,0
1126002059430,16.36,0.07, 3.09785,27.73100,55889.21387,0
1126002059430,16.31,0.07, 3.09784,27.73095,55889.22167,0
1126002059430,16.28,0.07, 3.09787,27.73101,55889.22951,0
1126002059430,16.16,0.07, 3.09785,27.73096,55889.23730,0
1126002059430,16.09,0.07, 3.09786,27.73097,55923.09532,0
1126002059430,16.09,0.07, 3.09782,27.73101,55923.10208,0
1126002059430,16.01,0.07, 3.09786,27.73099,55923.10881,0
1126002059430,16.06,0.07, 3.09788,27.73094,55923.11557,0
1126002059430,15.99,0.07, 3.09781,27.73096,55958.08087,0
1126002059430,16.06,0.07, 3.09782,27.73094,55958.08593,0
1126002059430,16.02,0.07, 3.09783,27.73093,55958.09114,0
1126002059430,16.06,0.07, 3.09779,27.73088,55958.09628,0
1126002059430,16.02,0.06, 3.09788,27.73101,56186.43750,0
1126002059430,16.07,0.06, 3.09776,27.73099,56186.44454,0
1126002059430,16.02,0.06, 3.09784,27.73098,56186.45161,0
1126002059430,16.06,0.06, 3.09774,27.73100,56186.45873,0
1126002059430,15.60,0.06, 3.09823,27.73090,56196.18439,0
1126002059430,15.93,0.07, 3.09802,27.73096,56196.19167,0
1126002059430,16.19,0.07, 3.09777,27.73101,56196.19922,0
1126002059430,15.97,0.07, 3.09788,27.73098,56215.18756,0
1126002059430,16.00,0.07, 3.09775,27.73098,56215.19602,0
1126002059430,16.02,0.07, 3.09778,27.73090,56215.20460,0
1126002059430,16.02,0.07, 3.09776,27.73102,56215.21306,0
1126002059430,16.03,0.07, 3.09767,27.73096,56223.13600,0
1126002059430,16.00,0.07, 3.09777,27.73099,56223.14106,0
1126002059430,16.04,0.07, 3.09774,27.73104,56223.14610,0
1126002059430,16.03,0.07, 3.09781,27.73095,56223.15111,0
1126002059430,15.98,0.06, 3.09780,27.73098,56237.25288,0
1126002059430,16.02,0.06, 3.09784,27.73105,56237.25993,0
1126002059430,16.03,0.06, 3.09780,27.73098,56237.26697,0
1126002059430,16.04,0.06, 3.09782,27.73101,56237.27406,0
1126002059430,16.02,0.07, 3.09774,27.73097,56297.15155,0
1126002059430,16.06,0.07, 3.09782,27.73109,56297.15827,0
1126002059430,16.06,0.07, 3.09780,27.73100,56297.16505,0
1126002059430,16.08,0.07, 3.09780,27.73101,56297.17177,0
1126002059430,16.03,0.07, 3.09783,27.73105,56331.11872,0
1126002059430,16.04,0.07, 3.09784,27.73108,56331.12387,0
1126002059430,16.09,0.07, 3.09776,27.73104,56331.12897,0
1126002059430,16.06,0.07, 3.09787,27.73104,56331.13405,0
1126002059430,16.05,0.07, 3.09785,27.73091,55952.09885,0
1126002059430,16.07,0.07, 3.09785,27.73093,55952.10740,0
1126002059430,16.05,0.07, 3.09782,27.73091,55952.11592,0
1126002059430,16.08,0.07, 3.09785,27.73096,55952.12462,0
1126002059430,16.21,0.07, 3.09709,27.73111,56460.44508,0
1126002059430,16.04,0.07, 3.09781,27.73120,56470.43099,0
1126002059430,15.97,0.07, 3.09774,27.73083,56551.23777,0
1126002059430,16.09,0.07, 3.09781,27.73097,56551.24186,0
1126002059430,15.96,0.07, 3.09783,27.73088,56551.24590,0
1126002059430,16.13,0.08, 3.09772,27.73090,56551.25002,0
1126002059430,16.33,0.07, 3.09789,27.73088,56558.33377,0
1126002059430,16.25,0.07, 3.09775,27.73103,56558.34215,0
1126002059430,16.49,0.07, 3.09781,27.73082,56558.35071,0
1126002059430,16.60,0.08, 3.09775,27.73095,56558.35918,0
1126002059430,16.01,0.07, 3.09777,27.73087,56568.24564,0
1126002059430,16.05,0.07, 3.09776,27.73088,56568.25288,0
1126002059430,16.02,0.07, 3.09779,27.73081,56568.26024,0
1126002059430,16.00,0.07, 3.09776,27.73086,56568.26759,0
1126002059430,15.99,0.07, 3.09777,27.73082,56578.22245,0
1126002059430,16.05,0.07, 3.09779,27.73080,56578.22747,0
1126002059430,16.06,0.07, 3.09777,27.73085,56578.23249,0
1126002059430,16.04,0.07, 3.09776,27.73080,56578.23752,0
1126002059430,16.06,0.07, 3.09774,27.73081,56587.35181,0
1126002059430,16.06,0.07, 3.09784,27.73087,56587.35804,0
1126002059430,16.09,0.07, 3.09781,27.73088,56587.36428,0
1126002059430,16.09,0.07, 3.09785,27.73087,56587.37052,0
1126002059430,15.99,0.07, 3.09783,27.73082,56593.24801,0
1126002059430,16.06,0.07, 3.09781,27.73086,56593.25305,0
1126002059430,16.01,0.07, 3.09784,27.73079,56593.25810,0
1126002059430,16.07,0.07, 3.09790,27.73091,56593.26607,0
